date,time,e440,e470,e532,jsp,replicate,file,melange,hms,second,x_strain,y_strain,melange_full,souche_ajoutee,concentration,melange_2,volume,volume_culture,volume_milieu,volume_culture_vrai,concentration_vrai
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NANA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-06,17:46:15,457,449,125,536,3,melange_a,melange_5,15,385,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:16,452,456,124,537,3,melange_a,melange_5,16,386,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:17,459,450,124,536,3,melange_a,melange_5,17,387,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:18,461,462,123,536,3,melange_a,melange_5,18,388,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:19,460,455,124,536,3,melange_a,melange_5,19,389,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:20,456,450,124,536,3,melange_a,melange_5,20,390,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:21,456,453,125,536,3,melange_a,melange_5,21,391,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:22,459,460,122,536,3,melange_a,melange_5,22,392,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:23,450,443,120,536,3,melange_a,melange_5,23,393,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:24,457,448,126,536,3,melange_a,melange_5,24,394,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:25,450,441,119,536,3,melange_a,melange_5,25,395,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:26,458,456,125,536,3,melange_a,melange_5,26,396,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:28,458,448,124,536,3,melange_a,melange_5,28,398,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:29,455,449,126,536,3,melange_a,melange_5,29,399,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:30,453,448,124,536,3,melange_a,melange_5,30,400,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:31,466,450,125,536,3,melange_a,melange_5,31,401,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:32,466,456,123,536,3,melange_a,melange_5,32,402,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:33,456,456,124,536,3,melange_a,melange_5,33,403,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:34,452,455,124,536,3,melange_a,melange_5,34,404,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:35,462,455,126,536,3,melange_a,melange_5,35,405,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:36,462,456,126,536,3,melange_a,melange_5,36,406,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:37,463,461,127,536,3,melange_a,melange_5,37,407,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:38,470,463,126,536,3,melange_a,melange_5,38,408,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:39,457,457,128,536,3,melange_a,melange_5,39,409,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:40,455,450,124,536,3,melange_a,melange_5,40,410,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:41,452,452,124,536,3,melange_a,melange_5,41,411,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:43,458,461,125,536,3,melange_a,melange_5,43,413,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:44,457,463,127,536,3,melange_a,melange_5,44,414,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:45,460,467,127,536,3,melange_a,melange_5,45,415,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:46,447,445,120,536,3,melange_a,melange_5,46,416,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:47,455,450,126,536,3,melange_a,melange_5,47,417,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:48,461,455,125,536,3,melange_a,melange_5,48,418,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:46:49,450,451,125,536,3,melange_a,melange_5,49,419,RCC1717,PCC9511,melange_5a,RCC1717,27.705968050000003,1,900,32.48397595694188,870,30,0.9235322683333334
2020-11-06,17:50:57,459,463,121,539,1,melange_b,melange_5,57,0,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:50:58,442,451,119,539,1,melange_b,melange_5,58,1,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:50:59,446,459,122,538,1,melange_b,melange_5,59,2,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:00,444,459,119,538,1,melange_b,melange_5,0,3,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:01,451,460,121,538,1,melange_b,melange_5,1,4,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:02,447,461,121,538,1,melange_b,melange_5,2,5,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:03,443,456,120,538,1,melange_b,melange_5,3,6,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:04,451,456,122,538,1,melange_b,melange_5,4,7,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:05,446,461,121,538,1,melange_b,melange_5,5,8,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:06,444,457,124,538,1,melange_b,melange_5,6,9,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:07,448,467,123,537,1,melange_b,melange_5,7,10,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:08,440,457,120,538,1,melange_b,melange_5,8,11,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:09,443,452,117,537,1,melange_b,melange_5,9,12,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:10,441,453,120,537,1,melange_b,melange_5,10,13,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:12,440,461,117,537,1,melange_b,melange_5,12,15,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:13,442,461,120,537,1,melange_b,melange_5,13,16,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:14,452,467,121,537,1,melange_b,melange_5,14,17,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:15,452,463,121,537,1,melange_b,melange_5,15,18,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:16,450,461,119,537,1,melange_b,melange_5,16,19,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:17,441,460,120,537,1,melange_b,melange_5,17,20,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:18,442,453,121,537,1,melange_b,melange_5,18,21,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:19,446,456,120,537,1,melange_b,melange_5,19,22,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:20,446,458,121,537,1,melange_b,melange_5,20,23,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:21,444,457,119,537,1,melange_b,melange_5,21,24,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:22,446,461,119,537,1,melange_b,melange_5,22,25,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:23,457,470,119,537,1,melange_b,melange_5,23,26,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:24,451,462,120,537,1,melange_b,melange_5,24,27,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:25,443,464,120,537,1,melange_b,melange_5,25,28,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:26,450,459,124,537,1,melange_b,melange_5,26,29,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:28,438,458,119,537,1,melange_b,melange_5,28,31,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:29,442,451,121,537,1,melange_b,melange_5,29,32,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:30,447,458,122,537,1,melange_b,melange_5,30,33,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:31,455,464,120,536,1,melange_b,melange_5,31,34,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:32,449,460,121,537,1,melange_b,melange_5,32,35,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:33,441,462,120,537,1,melange_b,melange_5,33,36,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:34,440,457,116,536,1,melange_b,melange_5,34,37,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:35,453,465,126,536,1,melange_b,melange_5,35,38,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:36,455,469,121,536,1,melange_b,melange_5,36,39,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:37,446,458,122,536,1,melange_b,melange_5,37,40,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:38,445,459,122,536,1,melange_b,melange_5,38,41,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:39,447,460,119,537,1,melange_b,melange_5,39,42,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:40,441,453,119,536,1,melange_b,melange_5,40,43,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:41,446,457,121,536,1,melange_b,melange_5,41,44,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:43,446,465,122,536,1,melange_b,melange_5,43,46,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:44,443,465,119,536,1,melange_b,melange_5,44,47,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:45,446,458,118,536,1,melange_b,melange_5,45,48,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:46,448,462,122,536,1,melange_b,melange_5,46,49,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:47,454,470,120,536,1,melange_b,melange_5,47,50,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:48,453,469,124,536,1,melange_b,melange_5,48,51,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:49,452,466,122,536,1,melange_b,melange_5,49,52,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:50,455,467,125,536,1,melange_b,melange_5,50,53,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:51,450,466,121,536,1,melange_b,melange_5,51,54,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:52,450,462,121,536,1,melange_b,melange_5,52,55,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:53,445,467,122,536,1,melange_b,melange_5,53,56,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:54,444,457,122,536,1,melange_b,melange_5,54,57,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:55,441,455,119,536,1,melange_b,melange_5,55,58,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:51:56,443,462,118,536,1,melange_b,melange_5,56,59,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:53:58,451,467,121,538,2,melange_b,melange_5,58,181,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:53:59,446,455,119,538,2,melange_b,melange_5,59,182,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:00,442,458,121,538,2,melange_b,melange_5,0,183,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:01,447,451,119,538,2,melange_b,melange_5,1,184,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:03,451,461,119,538,2,melange_b,melange_5,3,186,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:04,445,452,119,538,2,melange_b,melange_5,4,187,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:05,442,457,122,537,2,melange_b,melange_5,5,188,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:06,446,460,120,537,2,melange_b,melange_5,6,189,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:07,447,463,122,537,2,melange_b,melange_5,7,190,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:08,444,452,124,537,2,melange_b,melange_5,8,191,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:09,445,461,117,537,2,melange_b,melange_5,9,192,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:10,446,453,123,537,2,melange_b,melange_5,10,193,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:11,452,462,121,537,2,melange_b,melange_5,11,194,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:12,446,465,118,537,2,melange_b,melange_5,12,195,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:13,443,461,116,537,2,melange_b,melange_5,13,196,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:14,441,454,121,537,2,melange_b,melange_5,14,197,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:15,447,458,125,537,2,melange_b,melange_5,15,198,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:16,441,454,119,537,2,melange_b,melange_5,16,199,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:18,448,464,121,537,2,melange_b,melange_5,18,201,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:19,444,460,121,537,2,melange_b,melange_5,19,202,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:20,453,458,120,536,2,melange_b,melange_5,20,203,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:21,444,455,118,537,2,melange_b,melange_5,21,204,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:22,442,463,119,536,2,melange_b,melange_5,22,205,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:23,439,449,119,537,2,melange_b,melange_5,23,206,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:24,441,451,121,537,2,melange_b,melange_5,24,207,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:25,445,456,121,536,2,melange_b,melange_5,25,208,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:26,443,460,119,536,2,melange_b,melange_5,26,209,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:27,444,457,122,536,2,melange_b,melange_5,27,210,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:28,440,459,125,536,2,melange_b,melange_5,28,211,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:29,446,466,121,536,2,melange_b,melange_5,29,212,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:30,441,460,123,536,2,melange_b,melange_5,30,213,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:31,445,460,122,536,2,melange_b,melange_5,31,214,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:32,445,455,118,536,2,melange_b,melange_5,32,215,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:34,449,460,119,536,2,melange_b,melange_5,34,217,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:35,448,471,122,536,2,melange_b,melange_5,35,218,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:36,442,461,120,536,2,melange_b,melange_5,36,219,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:37,446,467,120,536,2,melange_b,melange_5,37,220,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:38,455,462,121,536,2,melange_b,melange_5,38,221,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:39,443,458,118,536,2,melange_b,melange_5,39,222,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:40,442,462,116,536,2,melange_b,melange_5,40,223,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:41,447,461,120,536,2,melange_b,melange_5,41,224,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:42,453,469,123,536,2,melange_b,melange_5,42,225,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:43,443,460,121,536,2,melange_b,melange_5,43,226,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:44,444,461,121,536,2,melange_b,melange_5,44,227,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:45,442,461,122,536,2,melange_b,melange_5,45,228,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:46,456,465,119,536,2,melange_b,melange_5,46,229,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:47,452,464,117,536,2,melange_b,melange_5,47,230,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:49,436,450,118,536,2,melange_b,melange_5,49,232,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:50,445,459,118,536,2,melange_b,melange_5,50,233,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:51,448,463,118,536,2,melange_b,melange_5,51,234,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:52,449,471,122,536,2,melange_b,melange_5,52,235,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:53,450,469,122,536,2,melange_b,melange_5,53,236,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:54,448,465,123,536,2,melange_b,melange_5,54,237,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:55,449,461,122,536,2,melange_b,melange_5,55,238,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:54:56,399,411,104,981,2,melange_b,melange_5,56,239,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:57:02,431,440,116,538,3,melange_b,melange_5,2,365,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:57:03,436,451,117,538,3,melange_b,melange_5,3,366,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:57:04,436,458,117,538,3,melange_b,melange_5,4,367,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:57:05,445,454,119,538,3,melange_b,melange_5,5,368,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:57:06,443,455,117,537,3,melange_b,melange_5,6,369,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:57:07,442,451,120,537,3,melange_b,melange_5,7,370,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:57:09,441,452,119,537,3,melange_b,melange_5,9,372,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
2020-11-06,17:57:10,440,448,122,537,3,melange_b,melange_5,10,373,RCC1717,PCC9511,melange_5b,PCC9511,45.9648,1,900,19.580200501253135,900,20,1.9026902625
