strain,file,replicat,wavelength,fn1,fn2,dilution,blanc
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,70.76785714285714
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,62.892857142857146
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,67.64912280701755
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,74.32446808510639
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,71.17857142857143
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,71.42105263157895
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,75.3157894736842
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,67.46428571428571
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,70.33928571428571
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,63.40677966101695
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,68.9298245614035
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,68.25
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,66.375
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,68.9298245614035
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,90.91525423728814
pcc9511,dilution_0.txt,A,e532,65.08994708994709,1.646193060649426,NA,64.33928571428571
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,71.375
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,82.83928571428571
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,92.36842105263158
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,111.30357142857143
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,111.30357142857143
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,86.66071428571429
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,89
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,104.10526315789474
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,89
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,92.16071428571429
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,82.14285714285714
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,109.29824561403508
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,121.14285714285714
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,84.98214285714286
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,88.5
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,87.23214285714286
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,80.84210526315789
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,101.77659574468085
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,131.69642857142858
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,84.29824561403508
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,90.12280701754386
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,75.17857142857143
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,91.32142857142857
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,84.62711864406779
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,83.2280701754386
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,98.23214285714286
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,87.91071428571429
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,83.2280701754386
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,139
pcc9511,dilution_0bis.txt,A,e440,238,2.27769154801057,NA,93.85714285714286
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,58.25
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,61.142857142857146
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,62.98245614035088
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,67.91071428571429
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,67.91071428571429
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,59.75
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,60.92857142857143
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,76.17543859649123
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,60.92857142857143
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,65.05357142857143
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,64.80357142857143
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,66.33333333333333
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,68.26785714285714
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,60
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,59.517857142857146
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,58.17857142857143
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,59.89473684210526
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,59.170212765957444
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,74.19642857142857
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,59.19298245614035
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,58.70175438596491
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,61.089285714285715
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,65.51785714285714
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,64.66101694915254
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,61.70175438596491
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,64.5
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,78.35714285714286
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,61.70175438596491
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,80.44067796610169
pcc9511,dilution_0bis.txt,A,e470,152.50602409638554,2.1341295520353007,NA,68.44642857142857
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,64
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,66.875
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,71.35087719298245
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,69.51785714285714
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,69.51785714285714
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,71.17857142857143
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,67.42857142857143
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,71.91228070175438
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,67.42857142857143
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,81.10714285714286
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,72.125
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,70.33333333333333
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,68.71428571428571
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,71.53571428571429
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,70.76785714285714
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,62.892857142857146
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,67.64912280701755
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,74.32446808510639
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,71.17857142857143
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,71.42105263157895
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,75.3157894736842
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,67.46428571428571
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,70.33928571428571
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,63.40677966101695
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,68.9298245614035
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,68.25
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,66.375
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,68.9298245614035
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,90.91525423728814
pcc9511,dilution_0bis.txt,A,e532,69.24096385542168,1.713337069533359,NA,64.33928571428571
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,71.375
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,82.83928571428571
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,92.36842105263158
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,111.30357142857143
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,111.30357142857143
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,86.66071428571429
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,89
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,104.10526315789474
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,89
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,92.16071428571429
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,82.14285714285714
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,109.29824561403508
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,121.14285714285714
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,84.98214285714286
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,88.5
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,87.23214285714286
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,80.84210526315789
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,101.77659574468085
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,131.69642857142858
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,84.29824561403508
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,90.12280701754386
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,75.17857142857143
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,91.32142857142857
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,84.62711864406779
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,83.2280701754386
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,98.23214285714286
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,87.91071428571429
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,83.2280701754386
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,139
pcc9511,dilution_1.txt,A,e440,112.87349397590361,1.744851080723765,NA,93.85714285714286
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,58.25
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,61.142857142857146
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,62.98245614035088
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,67.91071428571429
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,67.91071428571429
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,59.75
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,60.92857142857143
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,76.17543859649123
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,60.92857142857143
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,65.05357142857143
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,64.80357142857143
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,66.33333333333333
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,68.26785714285714
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,60
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,59.517857142857146
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,58.17857142857143
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,59.89473684210526
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,59.170212765957444
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,74.19642857142857
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,59.19298245614035
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,58.70175438596491
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,61.089285714285715
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,65.51785714285714
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,64.66101694915254
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,61.70175438596491
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,64.5
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,78.35714285714286
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,61.70175438596491
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,80.44067796610169
pcc9511,dilution_1.txt,A,e470,76.37349397590361,1.6603091597723911,NA,68.44642857142857
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,64
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,66.875
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,71.35087719298245
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,69.51785714285714
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,69.51785714285714
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,71.17857142857143
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,67.42857142857143
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,71.91228070175438
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,67.42857142857143
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,81.10714285714286
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,72.125
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,70.33333333333333
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,68.71428571428571
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,71.53571428571429
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,70.76785714285714
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,62.892857142857146
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,67.64912280701755
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,74.32446808510639
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,71.17857142857143
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,71.42105263157895
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,75.3157894736842
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,67.46428571428571
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,70.33928571428571
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,63.40677966101695
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,68.9298245614035
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,68.25
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,66.375
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,68.9298245614035
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,90.91525423728814
pcc9511,dilution_1.txt,A,e532,65.96385542168674,1.7646068023356407,NA,64.33928571428571
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,71.375
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,82.83928571428571
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,92.36842105263158
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,111.30357142857143
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,111.30357142857143
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,86.66071428571429
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,89
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,104.10526315789474
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,89
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,92.16071428571429
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,82.14285714285714
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,109.29824561403508
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,121.14285714285714
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,84.98214285714286
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,88.5
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,87.23214285714286
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,80.84210526315789
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,101.77659574468085
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,131.69642857142858
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,84.29824561403508
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,90.12280701754386
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,75.17857142857143
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,91.32142857142857
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,84.62711864406779
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,83.2280701754386
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,98.23214285714286
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,87.91071428571429
pcc9511,dilution_1.txt,B,e440,311.19900497512435,2.910360631429577,NA,83.2280701754386
