file,strain,wavelength,fn1,fn2,dilution,blanc
dilution_3.txt,rcc1717.csv,e440,128.45562130177515,27.522843725970137,0.3,87.15178571428571
dilution_3.txt,rcc1717.csv,e470,96.41420118343196,4.631210029062864,0.3,64.92857142857143
dilution_3.txt,rcc1717.csv,e532,76.65384615384616,2.3356989562534216,0.3,76.61607142857143
dilution_3.txt,rcc2319.csv,e440,134.77245508982037,11.98577301552125,0.3,121.14285714285714
dilution_3.txt,rcc2319.csv,e470,85.95808383233533,2.7073155988849797,0.3,68.26785714285714
dilution_3.txt,rcc2319.csv,e532,137.64670658682635,10.166729251160483,0.3,68.71428571428571
dilution_3.txt,rcc2374.csv,e440,75.78915662650603,1.871023835631518,0.3,87.23214285714286
dilution_3.txt,rcc2374.csv,e470,74.13253012048193,1.8636626326076748,0.3,58.17857142857143
dilution_3.txt,rcc2374.csv,e532,72.25903614457832,2.0028183865729647,0.3,62.892857142857146
dilution_3.txt,rcc2379.csv,e440,122.21604938271605,27.88526991027145,0.3,84.29824561403508
dilution_3.txt,rcc2379.csv,e470,88.3395061728395,4.887387825375833,0.3,59.19298245614035
dilution_3.txt,rcc2379.csv,e532,116.70987654320987,38.965014511238344,0.3,71.42105263157895
dilution_3.txt,rcc3006.csv,e440,96,2.2781975439104825,0.3,75.17857142857143
dilution_3.txt,rcc3006.csv,e470,94.15243902439025,2.4283461821388332,0.3,61.089285714285715
dilution_3.txt,rcc3006.csv,e532,73.67682926829268,1.9437992511970126,0.3,67.46428571428571
dilution_3.txt,rcc4213.csv,e440,125.0952380952381,11.716005555190078,0.3,90.66371681415929
dilution_3.txt,rcc4213.csv,e470,108.77460317460317,6.303622663168197,0.3,63.08849557522124
dilution_3.txt,rcc4213.csv,e532,73.89206349206349,4.603491529640508,0.3,68.59292035398231
dilution_3.txt,rcc76.csv,e440,115.31437125748504,2.5374025036161636,0.3,111.59482758620689
dilution_3.txt,rcc76.csv,e470,89.68263473053892,8.551971355095262,0.3,71.23275862068965
dilution_3.txt,rcc76.csv,e532,74.88023952095809,1.9008529623564965,0.3,80.11206896551724
dilution_3b.txt,rcc2319.csv,e440,98.0059880239521,1.8546490136171663,0.3,121.14285714285714
dilution_3b.txt,rcc2319.csv,e470,81.73053892215569,1.8017298439846232,0.3,68.26785714285714
dilution_3b.txt,rcc2319.csv,e532,103.42514970059881,1.9119383516701753,0.3,68.71428571428571
dilution_3b.txt,rcc2379.csv,e440,194.5641791044776,9.856510986657542,0.3,84.29824561403508
dilution_3b.txt,rcc2379.csv,e470,292.43283582089555,2.3021981203926276,0.3,59.19298245614035
dilution_3b.txt,rcc2379.csv,e532,164.86865671641792,7.935032023887926,0.3,71.42105263157895
dilution_4.txt,pcc9511.csv,e440,103.98136645962732,1.8319117394454383,0.1,77.10714285714286
dilution_4.txt,pcc9511.csv,e470,74.80124223602485,1.7600421719961603,0.1,59.69642857142857
dilution_4.txt,pcc9511.csv,e532,82.44099378881988,1.657727060227702,0.1,65.4375
dilution_4.txt,rcc100.csv,e440,109.8956043956044,8.553515374016364,0.1,111.30357142857143
dilution_4.txt,rcc100.csv,e470,97.32692307692308,1.9271127391042941,0.1,67.91071428571429
dilution_4.txt,rcc100.csv,e532,76.4478021978022,5.769208720530221,0.1,69.51785714285714
dilution_4.txt,rcc1717.csv,e440,100.80351906158357,4.842166438184128,0.1,87.15178571428571
dilution_4.txt,rcc1717.csv,e470,74.87096774193549,2.1298457418908296,0.1,64.92857142857143
dilution_4.txt,rcc1717.csv,e532,67.18475073313783,1.799804485960433,0.1,76.61607142857143
dilution_4.txt,rcc2319.csv,e440,83.63636363636364,1.8429096836791703,0.1,121.14285714285714
dilution_4.txt,rcc2319.csv,e470,71.46103896103897,2.0930420581764833,0.1,68.26785714285714
dilution_4.txt,rcc2319.csv,e532,100.38311688311688,2.0681147739608647,0.1,68.71428571428571
dilution_4.txt,rcc2374.csv,e440,94.72327044025157,2.2273102063953925,0.1,87.23214285714286
dilution_4.txt,rcc2374.csv,e470,59.57232704402516,1.7554945190143165,0.1,58.17857142857143
dilution_4.txt,rcc2374.csv,e532,58.9748427672956,1.9517914054302206,0.1,62.892857142857146
dilution_4.txt,rcc2379.csv,e440,100.318,20.941297760736045,0.1,84.29824561403508
dilution_4.txt,rcc2379.csv,e470,72.48,17.911539478587162,0.1,59.19298245614035
dilution_4.txt,rcc2379.csv,e532,70.132,20.794696795809696,0.1,71.42105263157895
dilution_4.txt,rcc3006.csv,e440,83.22754491017965,1.90647800775547,0.1,75.17857142857143
dilution_4.txt,rcc3006.csv,e470,72.40119760479043,1.913993743740706,0.1,61.089285714285715
dilution_4.txt,rcc3006.csv,e532,63.21556886227545,1.5014842475133157,0.1,67.46428571428571
dilution_4.txt,rcc4213.csv,e440,123.39384615384616,36.23438734421801,0.1,90.66371681415929
dilution_4.txt,rcc4213.csv,e470,83.84615384615384,13.834371635766662,0.1,63.08849557522124
dilution_4.txt,rcc4213.csv,e532,77.78769230769231,13.534404123076936,0.1,68.59292035398231
dilution_4.txt,rcc76.csv,e440,126.71339563862928,34.23483388664396,0.1,111.59482758620689
dilution_4.txt,rcc76.csv,e470,139.3239875389408,67.40183383298891,0.1,71.23275862068965
dilution_4.txt,rcc76.csv,e532,85.70404984423676,15.390021598344422,0.1,80.11206896551724
dilution_5.txt,pcc9511.csv,e440,75.89634146341463,1.7253750457021182,0.05,77.10714285714286
dilution_5.txt,pcc9511.csv,e470,61.80487804878049,1.8061858561620543,0.05,59.69642857142857
dilution_5.txt,pcc9511.csv,e532,69.1829268292683,1.8344223863510027,0.05,65.4375
dilution_5.txt,rcc100.csv,e440,141.45103857566767,32.922774092984234,0.05,111.30357142857143
dilution_5.txt,rcc100.csv,e470,77.88724035608308,2.9194111918224124,0.05,67.91071428571429
dilution_5.txt,rcc100.csv,e532,66.01186943620178,2.6197240189156004,0.05,69.51785714285714
dilution_5.txt,rcc1717.csv,e440,89.96374622356495,8.226263365197122,0.05,87.15178571428571
dilution_5.txt,rcc1717.csv,e470,87.54380664652568,21.74787449061334,0.05,64.92857142857143
dilution_5.txt,rcc1717.csv,e532,74.16012084592145,4.029630254173706,0.05,76.61607142857143
dilution_5.txt,rcc2319.csv,e440,129.28220858895705,3.242292289346443,0.05,121.14285714285714
dilution_5.txt,rcc2319.csv,e470,93.95092024539878,7.513612076216839,0.05,68.26785714285714
dilution_5.txt,rcc2319.csv,e532,65.80981595092024,1.7796939230508122,0.05,68.71428571428571
dilution_5.txt,rcc2374.csv,e440,71.61392405063292,1.9111629285379832,0.05,87.23214285714286
dilution_5.txt,rcc2374.csv,e470,59.68987341772152,1.7481633628212603,0.05,58.17857142857143
dilution_5.txt,rcc2374.csv,e532,62.72784810126582,1.832643609920825,0.05,62.892857142857146
dilution_5.txt,rcc2379.csv,e440,129.8658536585366,34.09221788694666,0.05,84.29824561403508
dilution_5.txt,rcc2379.csv,e470,72.02439024390245,8.619084035271587,0.05,59.19298245614035
dilution_5.txt,rcc2379.csv,e532,71.83130081300813,3.7250180681308906,0.05,71.42105263157895
dilution_5.txt,rcc3006.csv,e440,77.16071428571429,1.9153660307238902,0.05,75.17857142857143
dilution_5.txt,rcc3006.csv,e470,62.654761904761905,1.8311610636901352,0.05,61.089285714285715
dilution_5.txt,rcc3006.csv,e532,65.70238095238095,1.9532240315640523,0.05,67.46428571428571
dilution_5.txt,rcc4213.csv,e440,91.59327217125383,9.929028087846971,0.05,90.66371681415929
dilution_5.txt,rcc4213.csv,e470,67.35474006116208,2.1052448037599545,0.05,63.08849557522124
dilution_5.txt,rcc4213.csv,e532,66.04892966360856,2.993457654313229,0.05,68.59292035398231
dilution_5.txt,rcc76.csv,e440,111.35825545171339,9.218154747401465,0.05,111.59482758620689
dilution_5.txt,rcc76.csv,e470,73.07165109034268,7.2571843767318995,0.05,71.23275862068965
dilution_5.txt,rcc76.csv,e532,82.70093457943925,15.717157197592439,0.05,80.11206896551724
