date,time,jsp,replicate,file,hms,second,replicat_bio,strain,wavelength,dc
NA,NA,NA,NA,NA,NA,NA,NA,NA,e440,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,e470,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,e532,NA
2020-10-29,21:38:17,537,1,blanc.txt,17,0,A,pcc9511,e440,69
2020-10-29,21:38:17,537,1,blanc.txt,17,0,A,pcc9511,e470,56
2020-10-29,21:38:17,537,1,blanc.txt,17,0,A,pcc9511,e532,67
2020-10-29,21:38:18,537,1,blanc.txt,18,1,A,pcc9511,e440,70
2020-10-29,21:38:18,537,1,blanc.txt,18,1,A,pcc9511,e470,58
2020-10-29,21:38:18,537,1,blanc.txt,18,1,A,pcc9511,e532,62
2020-10-29,21:38:19,536,1,blanc.txt,19,2,A,pcc9511,e440,70
2020-10-29,21:38:19,536,1,blanc.txt,19,2,A,pcc9511,e470,60
2020-10-29,21:38:19,536,1,blanc.txt,19,2,A,pcc9511,e532,61
2020-10-29,21:38:20,536,1,blanc.txt,20,3,A,pcc9511,e440,71
2020-10-29,21:38:20,536,1,blanc.txt,20,3,A,pcc9511,e470,57
2020-10-29,21:38:20,536,1,blanc.txt,20,3,A,pcc9511,e532,63
2020-10-29,21:38:21,536,1,blanc.txt,21,4,A,pcc9511,e440,72
2020-10-29,21:38:21,536,1,blanc.txt,21,4,A,pcc9511,e470,56
2020-10-29,21:38:21,536,1,blanc.txt,21,4,A,pcc9511,e532,64
2020-10-29,21:38:22,536,1,blanc.txt,22,5,A,pcc9511,e440,72
2020-10-29,21:38:22,536,1,blanc.txt,22,5,A,pcc9511,e470,56
2020-10-29,21:38:22,536,1,blanc.txt,22,5,A,pcc9511,e532,61
2020-10-29,21:38:23,536,1,blanc.txt,23,6,A,pcc9511,e440,67
2020-10-29,21:38:23,536,1,blanc.txt,23,6,A,pcc9511,e470,58
2020-10-29,21:38:23,536,1,blanc.txt,23,6,A,pcc9511,e532,64
2020-10-29,21:38:24,536,1,blanc.txt,24,7,A,pcc9511,e440,70
2020-10-29,21:38:24,536,1,blanc.txt,24,7,A,pcc9511,e470,58
2020-10-29,21:38:24,536,1,blanc.txt,24,7,A,pcc9511,e532,63
2020-10-29,21:38:25,536,1,blanc.txt,25,8,A,pcc9511,e440,69
2020-10-29,21:38:25,536,1,blanc.txt,25,8,A,pcc9511,e470,61
2020-10-29,21:38:25,536,1,blanc.txt,25,8,A,pcc9511,e532,64
2020-10-29,21:38:27,536,1,blanc.txt,27,10,A,pcc9511,e440,73
2020-10-29,21:38:27,536,1,blanc.txt,27,10,A,pcc9511,e470,60
2020-10-29,21:38:27,536,1,blanc.txt,27,10,A,pcc9511,e532,64
2020-10-29,21:38:28,535,1,blanc.txt,28,11,A,pcc9511,e440,71
2020-10-29,21:38:28,535,1,blanc.txt,28,11,A,pcc9511,e470,56
2020-10-29,21:38:28,535,1,blanc.txt,28,11,A,pcc9511,e532,64
2020-10-29,21:38:29,535,1,blanc.txt,29,12,A,pcc9511,e440,75
2020-10-29,21:38:29,535,1,blanc.txt,29,12,A,pcc9511,e470,58
2020-10-29,21:38:29,535,1,blanc.txt,29,12,A,pcc9511,e532,65
2020-10-29,21:38:30,535,1,blanc.txt,30,13,A,pcc9511,e440,70
2020-10-29,21:38:30,535,1,blanc.txt,30,13,A,pcc9511,e470,58
2020-10-29,21:38:30,535,1,blanc.txt,30,13,A,pcc9511,e532,64
2020-10-29,21:38:31,535,1,blanc.txt,31,14,A,pcc9511,e440,74
2020-10-29,21:38:31,535,1,blanc.txt,31,14,A,pcc9511,e470,58
2020-10-29,21:38:31,535,1,blanc.txt,31,14,A,pcc9511,e532,63
2020-10-29,21:38:32,535,1,blanc.txt,32,15,A,pcc9511,e440,72
2020-10-29,21:38:32,535,1,blanc.txt,32,15,A,pcc9511,e470,58
2020-10-29,21:38:32,535,1,blanc.txt,32,15,A,pcc9511,e532,66
2020-10-29,21:38:33,535,1,blanc.txt,33,16,A,pcc9511,e440,75
2020-10-29,21:38:33,535,1,blanc.txt,33,16,A,pcc9511,e470,60
2020-10-29,21:38:33,535,1,blanc.txt,33,16,A,pcc9511,e532,63
2020-10-29,21:38:34,535,1,blanc.txt,34,17,A,pcc9511,e440,70
2020-10-29,21:38:34,535,1,blanc.txt,34,17,A,pcc9511,e470,57
2020-10-29,21:38:34,535,1,blanc.txt,34,17,A,pcc9511,e532,67
2020-10-29,21:38:35,535,1,blanc.txt,35,18,A,pcc9511,e440,70
2020-10-29,21:38:35,535,1,blanc.txt,35,18,A,pcc9511,e470,60
2020-10-29,21:38:35,535,1,blanc.txt,35,18,A,pcc9511,e532,62
2020-10-29,21:38:36,535,1,blanc.txt,36,19,A,pcc9511,e440,74
2020-10-29,21:38:36,535,1,blanc.txt,36,19,A,pcc9511,e470,57
2020-10-29,21:38:36,535,1,blanc.txt,36,19,A,pcc9511,e532,65
2020-10-29,21:38:37,535,1,blanc.txt,37,20,A,pcc9511,e440,71
2020-10-29,21:38:37,535,1,blanc.txt,37,20,A,pcc9511,e470,58
2020-10-29,21:38:37,535,1,blanc.txt,37,20,A,pcc9511,e532,64
2020-10-29,21:38:38,535,1,blanc.txt,38,21,A,pcc9511,e440,72
2020-10-29,21:38:38,535,1,blanc.txt,38,21,A,pcc9511,e470,57
2020-10-29,21:38:38,535,1,blanc.txt,38,21,A,pcc9511,e532,61
2020-10-29,21:38:39,535,1,blanc.txt,39,22,A,pcc9511,e440,72
2020-10-29,21:38:39,535,1,blanc.txt,39,22,A,pcc9511,e470,60
2020-10-29,21:38:39,535,1,blanc.txt,39,22,A,pcc9511,e532,67
2020-10-29,21:38:40,535,1,blanc.txt,40,23,A,pcc9511,e440,73
2020-10-29,21:38:40,535,1,blanc.txt,40,23,A,pcc9511,e470,59
2020-10-29,21:38:40,535,1,blanc.txt,40,23,A,pcc9511,e532,62
2020-10-29,21:38:41,535,1,blanc.txt,41,24,A,pcc9511,e440,75
2020-10-29,21:38:41,535,1,blanc.txt,41,24,A,pcc9511,e470,62
2020-10-29,21:38:41,535,1,blanc.txt,41,24,A,pcc9511,e532,67
2020-10-29,21:38:43,535,1,blanc.txt,43,26,A,pcc9511,e440,73
2020-10-29,21:38:43,535,1,blanc.txt,43,26,A,pcc9511,e470,60
2020-10-29,21:38:43,535,1,blanc.txt,43,26,A,pcc9511,e532,64
2020-10-29,21:38:44,535,1,blanc.txt,44,27,A,pcc9511,e440,73
2020-10-29,21:38:44,535,1,blanc.txt,44,27,A,pcc9511,e470,58
2020-10-29,21:38:44,535,1,blanc.txt,44,27,A,pcc9511,e532,63
2020-10-29,21:38:45,535,1,blanc.txt,45,28,A,pcc9511,e440,70
2020-10-29,21:38:45,535,1,blanc.txt,45,28,A,pcc9511,e470,59
2020-10-29,21:38:45,535,1,blanc.txt,45,28,A,pcc9511,e532,64
2020-10-29,21:38:46,535,1,blanc.txt,46,29,A,pcc9511,e440,70
2020-10-29,21:38:46,535,1,blanc.txt,46,29,A,pcc9511,e470,59
2020-10-29,21:38:46,535,1,blanc.txt,46,29,A,pcc9511,e532,62
2020-10-29,21:38:47,535,1,blanc.txt,47,30,A,pcc9511,e440,72
2020-10-29,21:38:47,535,1,blanc.txt,47,30,A,pcc9511,e470,57
2020-10-29,21:38:47,535,1,blanc.txt,47,30,A,pcc9511,e532,62
2020-10-29,21:38:48,535,1,blanc.txt,48,31,A,pcc9511,e440,69
2020-10-29,21:38:48,535,1,blanc.txt,48,31,A,pcc9511,e470,60
2020-10-29,21:38:48,535,1,blanc.txt,48,31,A,pcc9511,e532,64
2020-10-29,21:38:49,535,1,blanc.txt,49,32,A,pcc9511,e440,75
2020-10-29,21:38:49,535,1,blanc.txt,49,32,A,pcc9511,e470,59
2020-10-29,21:38:49,535,1,blanc.txt,49,32,A,pcc9511,e532,64
2020-10-29,21:38:50,535,1,blanc.txt,50,33,A,pcc9511,e440,71
2020-10-29,21:38:50,535,1,blanc.txt,50,33,A,pcc9511,e470,56
2020-10-29,21:38:50,535,1,blanc.txt,50,33,A,pcc9511,e532,64
2020-10-29,21:38:51,535,1,blanc.txt,51,34,A,pcc9511,e440,71
2020-10-29,21:38:51,535,1,blanc.txt,51,34,A,pcc9511,e470,56
2020-10-29,21:38:51,535,1,blanc.txt,51,34,A,pcc9511,e532,64
2020-10-29,21:38:52,534,1,blanc.txt,52,35,A,pcc9511,e440,72
2020-10-29,21:38:52,534,1,blanc.txt,52,35,A,pcc9511,e470,57
2020-10-29,21:38:52,534,1,blanc.txt,52,35,A,pcc9511,e532,64
2020-10-29,21:38:53,534,1,blanc.txt,53,36,A,pcc9511,e440,72
2020-10-29,21:38:53,534,1,blanc.txt,53,36,A,pcc9511,e470,57
2020-10-29,21:38:53,534,1,blanc.txt,53,36,A,pcc9511,e532,66
2020-10-29,21:38:54,535,1,blanc.txt,54,37,A,pcc9511,e440,69
2020-10-29,21:38:54,535,1,blanc.txt,54,37,A,pcc9511,e470,59
2020-10-29,21:38:54,535,1,blanc.txt,54,37,A,pcc9511,e532,66
2020-10-29,21:38:55,535,1,blanc.txt,55,38,A,pcc9511,e440,73
2020-10-29,21:38:55,535,1,blanc.txt,55,38,A,pcc9511,e470,58
2020-10-29,21:38:55,535,1,blanc.txt,55,38,A,pcc9511,e532,65
2020-10-29,21:38:56,534,1,blanc.txt,56,39,A,pcc9511,e440,72
2020-10-29,21:38:56,534,1,blanc.txt,56,39,A,pcc9511,e470,56
2020-10-29,21:38:56,534,1,blanc.txt,56,39,A,pcc9511,e532,63
2020-10-29,21:38:57,534,1,blanc.txt,57,40,A,pcc9511,e440,74
2020-10-29,21:38:57,534,1,blanc.txt,57,40,A,pcc9511,e470,54
2020-10-29,21:38:57,534,1,blanc.txt,57,40,A,pcc9511,e532,63
2020-10-29,21:38:59,534,1,blanc.txt,59,42,A,pcc9511,e440,71
2020-10-29,21:38:59,534,1,blanc.txt,59,42,A,pcc9511,e470,58
2020-10-29,21:38:59,534,1,blanc.txt,59,42,A,pcc9511,e532,65
2020-10-29,21:39:00,534,1,blanc.txt,0,43,A,pcc9511,e440,72
2020-10-29,21:39:00,534,1,blanc.txt,0,43,A,pcc9511,e470,57
2020-10-29,21:39:00,534,1,blanc.txt,0,43,A,pcc9511,e532,64
2020-10-29,21:39:01,534,1,blanc.txt,1,44,A,pcc9511,e440,72
2020-10-29,21:39:01,534,1,blanc.txt,1,44,A,pcc9511,e470,61
2020-10-29,21:39:01,534,1,blanc.txt,1,44,A,pcc9511,e532,64
2020-10-29,21:39:02,534,1,blanc.txt,2,45,A,pcc9511,e440,70
2020-10-29,21:39:02,534,1,blanc.txt,2,45,A,pcc9511,e470,54
2020-10-29,21:39:02,534,1,blanc.txt,2,45,A,pcc9511,e532,64
2020-10-29,21:39:03,534,1,blanc.txt,3,46,A,pcc9511,e440,70
2020-10-29,21:39:03,534,1,blanc.txt,3,46,A,pcc9511,e470,60
2020-10-29,21:39:03,534,1,blanc.txt,3,46,A,pcc9511,e532,65
2020-10-29,21:39:04,534,1,blanc.txt,4,47,A,pcc9511,e440,70
2020-10-29,21:39:04,534,1,blanc.txt,4,47,A,pcc9511,e470,59
2020-10-29,21:39:04,534,1,blanc.txt,4,47,A,pcc9511,e532,65
2020-10-29,21:39:05,534,1,blanc.txt,5,48,A,pcc9511,e440,71
2020-10-29,21:39:05,534,1,blanc.txt,5,48,A,pcc9511,e470,56
2020-10-29,21:39:05,534,1,blanc.txt,5,48,A,pcc9511,e532,65
2020-10-29,21:39:06,534,1,blanc.txt,6,49,A,pcc9511,e440,73
2020-10-29,21:39:06,534,1,blanc.txt,6,49,A,pcc9511,e470,59
2020-10-29,21:39:06,534,1,blanc.txt,6,49,A,pcc9511,e532,65
2020-10-29,21:39:07,534,1,blanc.txt,7,50,A,pcc9511,e440,70
2020-10-29,21:39:07,534,1,blanc.txt,7,50,A,pcc9511,e470,58
2020-10-29,21:39:07,534,1,blanc.txt,7,50,A,pcc9511,e532,64
2020-10-29,21:39:08,534,1,blanc.txt,8,51,A,pcc9511,e440,68
2020-10-29,21:39:08,534,1,blanc.txt,8,51,A,pcc9511,e470,60
2020-10-29,21:39:08,534,1,blanc.txt,8,51,A,pcc9511,e532,64
2020-10-29,21:39:09,534,1,blanc.txt,9,52,A,pcc9511,e440,68
2020-10-29,21:39:09,534,1,blanc.txt,9,52,A,pcc9511,e470,60
2020-10-29,21:39:09,534,1,blanc.txt,9,52,A,pcc9511,e532,65
2020-10-29,21:39:10,534,1,blanc.txt,10,53,A,pcc9511,e440,72
2020-10-29,21:39:10,534,1,blanc.txt,10,53,A,pcc9511,e470,62
2020-10-29,21:39:10,534,1,blanc.txt,10,53,A,pcc9511,e532,63
2020-10-29,21:39:11,534,1,blanc.txt,11,54,A,pcc9511,e440,72
2020-10-29,21:39:11,534,1,blanc.txt,11,54,A,pcc9511,e470,59
2020-10-29,21:39:11,534,1,blanc.txt,11,54,A,pcc9511,e532,64
2020-10-29,21:39:12,534,1,blanc.txt,12,55,A,pcc9511,e440,71
2020-10-29,21:39:12,534,1,blanc.txt,12,55,A,pcc9511,e470,59
2020-10-29,21:39:12,534,1,blanc.txt,12,55,A,pcc9511,e532,64
2020-10-29,21:39:13,534,1,blanc.txt,13,56,A,pcc9511,e440,72
2020-10-29,21:39:13,534,1,blanc.txt,13,56,A,pcc9511,e470,59
2020-10-29,21:39:13,534,1,blanc.txt,13,56,A,pcc9511,e532,63
2020-10-29,21:39:15,534,1,blanc.txt,15,58,A,pcc9511,e440,70
2020-10-29,21:39:15,534,1,blanc.txt,15,58,A,pcc9511,e470,59
2020-10-29,21:39:15,534,1,blanc.txt,15,58,A,pcc9511,e532,64
2020-10-29,21:39:16,534,1,blanc.txt,16,59,A,pcc9511,e440,72
2020-10-29,21:39:16,534,1,blanc.txt,16,59,A,pcc9511,e470,59
2020-10-29,21:39:16,534,1,blanc.txt,16,59,A,pcc9511,e532,65
2020-10-29,21:07:42,537,1,dilution_0.txt,42,0,A,pcc9511,e440,325
2020-10-29,21:07:42,537,1,dilution_0.txt,42,0,A,pcc9511,e470,198
2020-10-29,21:07:42,537,1,dilution_0.txt,42,0,A,pcc9511,e532,66
2020-10-29,21:07:43,537,1,dilution_0.txt,43,1,A,pcc9511,e440,327
2020-10-29,21:07:43,537,1,dilution_0.txt,43,1,A,pcc9511,e470,195
2020-10-29,21:07:43,537,1,dilution_0.txt,43,1,A,pcc9511,e532,65
2020-10-29,21:07:44,537,1,dilution_0.txt,44,2,A,pcc9511,e440,327
2020-10-29,21:07:44,537,1,dilution_0.txt,44,2,A,pcc9511,e470,198
2020-10-29,21:07:44,537,1,dilution_0.txt,44,2,A,pcc9511,e532,65
2020-10-29,21:07:45,537,1,dilution_0.txt,45,3,A,pcc9511,e440,323
2020-10-29,21:07:45,537,1,dilution_0.txt,45,3,A,pcc9511,e470,195
2020-10-29,21:07:45,537,1,dilution_0.txt,45,3,A,pcc9511,e532,67
2020-10-29,21:07:46,536,1,dilution_0.txt,46,4,A,pcc9511,e440,325
2020-10-29,21:07:46,536,1,dilution_0.txt,46,4,A,pcc9511,e470,195
2020-10-29,21:07:46,536,1,dilution_0.txt,46,4,A,pcc9511,e532,66
2020-10-29,21:07:47,536,1,dilution_0.txt,47,5,A,pcc9511,e440,329
2020-10-29,21:07:47,536,1,dilution_0.txt,47,5,A,pcc9511,e470,194
2020-10-29,21:07:47,536,1,dilution_0.txt,47,5,A,pcc9511,e532,65
2020-10-29,21:07:48,536,1,dilution_0.txt,48,6,A,pcc9511,e440,327
2020-10-29,21:07:48,536,1,dilution_0.txt,48,6,A,pcc9511,e470,195
2020-10-29,21:07:48,536,1,dilution_0.txt,48,6,A,pcc9511,e532,66
2020-10-29,21:07:49,536,1,dilution_0.txt,49,7,A,pcc9511,e440,324
2020-10-29,21:07:49,536,1,dilution_0.txt,49,7,A,pcc9511,e470,197
2020-10-29,21:07:49,536,1,dilution_0.txt,49,7,A,pcc9511,e532,62
2020-10-29,21:07:50,536,1,dilution_0.txt,50,8,A,pcc9511,e440,323
2020-10-29,21:07:50,536,1,dilution_0.txt,50,8,A,pcc9511,e470,195
2020-10-29,21:07:50,536,1,dilution_0.txt,50,8,A,pcc9511,e532,65
2020-10-29,21:07:51,536,1,dilution_0.txt,51,9,A,pcc9511,e440,328
2020-10-29,21:07:51,536,1,dilution_0.txt,51,9,A,pcc9511,e470,194
2020-10-29,21:07:51,536,1,dilution_0.txt,51,9,A,pcc9511,e532,64
2020-10-29,21:07:52,536,1,dilution_0.txt,52,10,A,pcc9511,e440,329
2020-10-29,21:07:52,536,1,dilution_0.txt,52,10,A,pcc9511,e470,192
2020-10-29,21:07:52,536,1,dilution_0.txt,52,10,A,pcc9511,e532,67
2020-10-29,21:07:53,536,1,dilution_0.txt,53,11,A,pcc9511,e440,323
2020-10-29,21:07:53,536,1,dilution_0.txt,53,11,A,pcc9511,e470,197
2020-10-29,21:07:53,536,1,dilution_0.txt,53,11,A,pcc9511,e532,64
2020-10-29,21:07:54,536,1,dilution_0.txt,54,12,A,pcc9511,e440,325
2020-10-29,21:07:54,536,1,dilution_0.txt,54,12,A,pcc9511,e470,197
2020-10-29,21:07:54,536,1,dilution_0.txt,54,12,A,pcc9511,e532,64
2020-10-29,21:07:56,536,1,dilution_0.txt,56,14,A,pcc9511,e440,326
2020-10-29,21:07:56,536,1,dilution_0.txt,56,14,A,pcc9511,e470,194
2020-10-29,21:07:56,536,1,dilution_0.txt,56,14,A,pcc9511,e532,65
2020-10-29,21:07:57,536,1,dilution_0.txt,57,15,A,pcc9511,e440,330
2020-10-29,21:07:57,536,1,dilution_0.txt,57,15,A,pcc9511,e470,197
2020-10-29,21:07:57,536,1,dilution_0.txt,57,15,A,pcc9511,e532,64
2020-10-29,21:07:58,536,1,dilution_0.txt,58,16,A,pcc9511,e440,327
2020-10-29,21:07:58,536,1,dilution_0.txt,58,16,A,pcc9511,e470,197
2020-10-29,21:07:58,536,1,dilution_0.txt,58,16,A,pcc9511,e532,67
2020-10-29,21:07:59,536,1,dilution_0.txt,59,17,A,pcc9511,e440,323
2020-10-29,21:07:59,536,1,dilution_0.txt,59,17,A,pcc9511,e470,195
2020-10-29,21:07:59,536,1,dilution_0.txt,59,17,A,pcc9511,e532,67
2020-10-29,21:08:00,536,1,dilution_0.txt,0,18,A,pcc9511,e440,325
2020-10-29,21:08:00,536,1,dilution_0.txt,0,18,A,pcc9511,e470,196
2020-10-29,21:08:00,536,1,dilution_0.txt,0,18,A,pcc9511,e532,66
2020-10-29,21:08:01,536,1,dilution_0.txt,1,19,A,pcc9511,e440,325
2020-10-29,21:08:01,536,1,dilution_0.txt,1,19,A,pcc9511,e470,195
2020-10-29,21:08:01,536,1,dilution_0.txt,1,19,A,pcc9511,e532,65
2020-10-29,21:08:02,535,1,dilution_0.txt,2,20,A,pcc9511,e440,324
2020-10-29,21:08:02,535,1,dilution_0.txt,2,20,A,pcc9511,e470,192
2020-10-29,21:08:02,535,1,dilution_0.txt,2,20,A,pcc9511,e532,69
2020-10-29,21:08:03,535,1,dilution_0.txt,3,21,A,pcc9511,e440,328
2020-10-29,21:08:03,535,1,dilution_0.txt,3,21,A,pcc9511,e470,196
2020-10-29,21:08:03,535,1,dilution_0.txt,3,21,A,pcc9511,e532,65
2020-10-29,21:08:04,535,1,dilution_0.txt,4,22,A,pcc9511,e440,328
2020-10-29,21:08:04,535,1,dilution_0.txt,4,22,A,pcc9511,e470,197
2020-10-29,21:08:04,535,1,dilution_0.txt,4,22,A,pcc9511,e532,63
2020-10-29,21:08:05,535,1,dilution_0.txt,5,23,A,pcc9511,e440,327
2020-10-29,21:08:05,535,1,dilution_0.txt,5,23,A,pcc9511,e470,193
2020-10-29,21:08:05,535,1,dilution_0.txt,5,23,A,pcc9511,e532,65
2020-10-29,21:08:06,535,1,dilution_0.txt,6,24,A,pcc9511,e440,327
2020-10-29,21:08:06,535,1,dilution_0.txt,6,24,A,pcc9511,e470,197
2020-10-29,21:08:06,535,1,dilution_0.txt,6,24,A,pcc9511,e532,62
2020-10-29,21:08:07,535,1,dilution_0.txt,7,25,A,pcc9511,e440,323
2020-10-29,21:08:07,535,1,dilution_0.txt,7,25,A,pcc9511,e470,192
2020-10-29,21:08:07,535,1,dilution_0.txt,7,25,A,pcc9511,e532,66
2020-10-29,21:08:08,535,1,dilution_0.txt,8,26,A,pcc9511,e440,323
2020-10-29,21:08:08,535,1,dilution_0.txt,8,26,A,pcc9511,e470,193
2020-10-29,21:08:08,535,1,dilution_0.txt,8,26,A,pcc9511,e532,64
2020-10-29,21:08:09,535,1,dilution_0.txt,9,27,A,pcc9511,e440,327
2020-10-29,21:08:09,535,1,dilution_0.txt,9,27,A,pcc9511,e470,196
2020-10-29,21:08:09,535,1,dilution_0.txt,9,27,A,pcc9511,e532,68
2020-10-29,21:08:10,535,1,dilution_0.txt,10,28,A,pcc9511,e440,323
2020-10-29,21:08:10,535,1,dilution_0.txt,10,28,A,pcc9511,e470,197
2020-10-29,21:08:10,535,1,dilution_0.txt,10,28,A,pcc9511,e532,64
2020-10-29,21:08:12,535,1,dilution_0.txt,12,30,A,pcc9511,e440,323
2020-10-29,21:08:12,535,1,dilution_0.txt,12,30,A,pcc9511,e470,193
2020-10-29,21:08:12,535,1,dilution_0.txt,12,30,A,pcc9511,e532,64
2020-10-29,21:08:13,535,1,dilution_0.txt,13,31,A,pcc9511,e440,325
2020-10-29,21:08:13,535,1,dilution_0.txt,13,31,A,pcc9511,e470,197
2020-10-29,21:08:13,535,1,dilution_0.txt,13,31,A,pcc9511,e532,64
2020-10-29,21:08:14,535,1,dilution_0.txt,14,32,A,pcc9511,e440,328
2020-10-29,21:08:14,535,1,dilution_0.txt,14,32,A,pcc9511,e470,194
2020-10-29,21:08:14,535,1,dilution_0.txt,14,32,A,pcc9511,e532,67
2020-10-29,21:08:15,535,1,dilution_0.txt,15,33,A,pcc9511,e440,328
2020-10-29,21:08:15,535,1,dilution_0.txt,15,33,A,pcc9511,e470,199
2020-10-29,21:08:15,535,1,dilution_0.txt,15,33,A,pcc9511,e532,64
2020-10-29,21:08:16,535,1,dilution_0.txt,16,34,A,pcc9511,e440,321
2020-10-29,21:08:16,535,1,dilution_0.txt,16,34,A,pcc9511,e470,195
2020-10-29,21:08:16,535,1,dilution_0.txt,16,34,A,pcc9511,e532,64
2020-10-29,21:08:17,535,1,dilution_0.txt,17,35,A,pcc9511,e440,325
2020-10-29,21:08:17,535,1,dilution_0.txt,17,35,A,pcc9511,e470,194
2020-10-29,21:08:17,535,1,dilution_0.txt,17,35,A,pcc9511,e532,63
2020-10-29,21:08:18,535,1,dilution_0.txt,18,36,A,pcc9511,e440,329
2020-10-29,21:08:18,535,1,dilution_0.txt,18,36,A,pcc9511,e470,194
2020-10-29,21:08:18,535,1,dilution_0.txt,18,36,A,pcc9511,e532,65
2020-10-29,21:08:19,535,1,dilution_0.txt,19,37,A,pcc9511,e440,328
2020-10-29,21:08:19,535,1,dilution_0.txt,19,37,A,pcc9511,e470,198
2020-10-29,21:08:19,535,1,dilution_0.txt,19,37,A,pcc9511,e532,66
2020-10-29,21:08:20,535,1,dilution_0.txt,20,38,A,pcc9511,e440,324
2020-10-29,21:08:20,535,1,dilution_0.txt,20,38,A,pcc9511,e470,196
2020-10-29,21:08:20,535,1,dilution_0.txt,20,38,A,pcc9511,e532,65
2020-10-29,21:08:21,535,1,dilution_0.txt,21,39,A,pcc9511,e440,327
2020-10-29,21:08:21,535,1,dilution_0.txt,21,39,A,pcc9511,e470,197
2020-10-29,21:08:21,535,1,dilution_0.txt,21,39,A,pcc9511,e532,67
2020-10-29,21:08:22,535,1,dilution_0.txt,22,40,A,pcc9511,e440,324
2020-10-29,21:08:22,535,1,dilution_0.txt,22,40,A,pcc9511,e470,193
2020-10-29,21:08:22,535,1,dilution_0.txt,22,40,A,pcc9511,e532,66
2020-10-29,21:08:23,535,1,dilution_0.txt,23,41,A,pcc9511,e440,326
2020-10-29,21:08:23,535,1,dilution_0.txt,23,41,A,pcc9511,e470,194
2020-10-29,21:08:23,535,1,dilution_0.txt,23,41,A,pcc9511,e532,65
2020-10-29,21:08:24,535,1,dilution_0.txt,24,42,A,pcc9511,e440,322
2020-10-29,21:08:24,535,1,dilution_0.txt,24,42,A,pcc9511,e470,192
2020-10-29,21:08:24,535,1,dilution_0.txt,24,42,A,pcc9511,e532,64
2020-10-29,21:08:25,535,1,dilution_0.txt,25,43,A,pcc9511,e440,327
2020-10-29,21:08:25,535,1,dilution_0.txt,25,43,A,pcc9511,e470,195
2020-10-29,21:08:25,535,1,dilution_0.txt,25,43,A,pcc9511,e532,63
2020-10-29,21:08:27,535,1,dilution_0.txt,27,45,A,pcc9511,e440,323
2020-10-29,21:08:27,535,1,dilution_0.txt,27,45,A,pcc9511,e470,195
2020-10-29,21:08:27,535,1,dilution_0.txt,27,45,A,pcc9511,e532,66
2020-10-29,21:08:28,535,1,dilution_0.txt,28,46,A,pcc9511,e440,327
2020-10-29,21:08:28,535,1,dilution_0.txt,28,46,A,pcc9511,e470,196
2020-10-29,21:08:28,535,1,dilution_0.txt,28,46,A,pcc9511,e532,65
2020-10-29,21:08:29,535,1,dilution_0.txt,29,47,A,pcc9511,e440,322
2020-10-29,21:08:29,535,1,dilution_0.txt,29,47,A,pcc9511,e470,193
2020-10-29,21:08:29,535,1,dilution_0.txt,29,47,A,pcc9511,e532,61
2020-10-29,21:08:30,534,1,dilution_0.txt,30,48,A,pcc9511,e440,323
2020-10-29,21:08:30,534,1,dilution_0.txt,30,48,A,pcc9511,e470,198
2020-10-29,21:08:30,534,1,dilution_0.txt,30,48,A,pcc9511,e532,64
2020-10-29,21:08:31,535,1,dilution_0.txt,31,49,A,pcc9511,e440,328
2020-10-29,21:08:31,535,1,dilution_0.txt,31,49,A,pcc9511,e470,193
2020-10-29,21:08:31,535,1,dilution_0.txt,31,49,A,pcc9511,e532,65
2020-10-29,21:08:32,535,1,dilution_0.txt,32,50,A,pcc9511,e440,324
2020-10-29,21:08:32,535,1,dilution_0.txt,32,50,A,pcc9511,e470,191
2020-10-29,21:08:32,535,1,dilution_0.txt,32,50,A,pcc9511,e532,63
2020-10-29,21:08:33,534,1,dilution_0.txt,33,51,A,pcc9511,e440,326
2020-10-29,21:08:33,534,1,dilution_0.txt,33,51,A,pcc9511,e470,197
2020-10-29,21:08:33,534,1,dilution_0.txt,33,51,A,pcc9511,e532,66
2020-10-29,21:08:34,534,1,dilution_0.txt,34,52,A,pcc9511,e440,322
2020-10-29,21:08:34,534,1,dilution_0.txt,34,52,A,pcc9511,e470,197
2020-10-29,21:08:34,534,1,dilution_0.txt,34,52,A,pcc9511,e532,66
2020-10-29,21:08:35,534,1,dilution_0.txt,35,53,A,pcc9511,e440,324
2020-10-29,21:08:35,534,1,dilution_0.txt,35,53,A,pcc9511,e470,192
2020-10-29,21:08:35,534,1,dilution_0.txt,35,53,A,pcc9511,e532,65
2020-10-29,21:08:36,535,1,dilution_0.txt,36,54,A,pcc9511,e440,328
2020-10-29,21:08:36,535,1,dilution_0.txt,36,54,A,pcc9511,e470,194
2020-10-29,21:08:36,535,1,dilution_0.txt,36,54,A,pcc9511,e532,64
2020-10-29,21:08:37,534,1,dilution_0.txt,37,55,A,pcc9511,e440,325
2020-10-29,21:08:37,534,1,dilution_0.txt,37,55,A,pcc9511,e470,195
2020-10-29,21:08:37,534,1,dilution_0.txt,37,55,A,pcc9511,e532,64
2020-10-29,21:08:38,534,1,dilution_0.txt,38,56,A,pcc9511,e440,324
2020-10-29,21:08:38,534,1,dilution_0.txt,38,56,A,pcc9511,e470,196
2020-10-29,21:08:38,534,1,dilution_0.txt,38,56,A,pcc9511,e532,65
