date,time,e440,e470,e532,jsp,replicate,file,hms,second
2020-11-01,18:30:16,93,65,71,536,1,blanc.txt,16,0
2020-11-01,18:30:17,89,64,68,535,1,blanc.txt,17,1
2020-11-01,18:30:18,91,66,71,535,1,blanc.txt,18,2
2020-11-01,18:30:19,90,63,71,535,1,blanc.txt,19,3
2020-11-01,18:30:20,92,64,72,535,1,blanc.txt,20,4
2020-11-01,18:30:21,94,67,67,535,1,blanc.txt,21,5
2020-11-01,18:30:22,92,65,73,535,1,blanc.txt,22,6
2020-11-01,18:30:24,93,64,70,534,1,blanc.txt,24,8
2020-11-01,18:30:25,90,67,70,534,1,blanc.txt,25,9
2020-11-01,18:30:26,90,69,69,534,1,blanc.txt,26,10
2020-11-01,18:30:27,91,66,71,534,1,blanc.txt,27,11
2020-11-01,18:30:28,88,64,66,534,1,blanc.txt,28,12
2020-11-01,18:30:29,90,63,72,534,1,blanc.txt,29,13
2020-11-01,18:30:30,91,65,71,534,1,blanc.txt,30,14
2020-11-01,18:30:31,90,64,71,534,1,blanc.txt,31,15
2020-11-01,18:30:32,92,64,68,534,1,blanc.txt,32,16
2020-11-01,18:30:33,94,67,71,534,1,blanc.txt,33,17
2020-11-01,18:30:34,94,65,71,534,1,blanc.txt,34,18
2020-11-01,18:30:35,93,62,70,534,1,blanc.txt,35,19
2020-11-01,18:30:36,89,66,70,534,1,blanc.txt,36,20
2020-11-01,18:30:37,92,68,68,534,1,blanc.txt,37,21
2020-11-01,18:30:38,94,65,71,534,1,blanc.txt,38,22
2020-11-01,18:30:39,90,66,73,534,1,blanc.txt,39,23
2020-11-01,18:30:41,91,67,72,534,1,blanc.txt,41,25
2020-11-01,18:30:42,93,67,74,534,1,blanc.txt,42,26
2020-11-01,18:30:43,93,66,71,534,1,blanc.txt,43,27
2020-11-01,18:30:44,95,65,66,534,1,blanc.txt,44,28
2020-11-01,18:30:45,92,66,69,533,1,blanc.txt,45,29
2020-11-01,18:30:46,89,64,70,533,1,blanc.txt,46,30
2020-11-01,18:30:47,90,67,68,533,1,blanc.txt,47,31
2020-11-01,18:30:48,91,65,69,533,1,blanc.txt,48,32
2020-11-01,18:30:49,94,63,70,533,1,blanc.txt,49,33
2020-11-01,18:30:50,91,68,69,533,1,blanc.txt,50,34
2020-11-01,18:30:51,91,65,69,533,1,blanc.txt,51,35
2020-11-01,18:30:52,91,64,71,533,1,blanc.txt,52,36
2020-11-01,18:30:53,92,67,69,533,1,blanc.txt,53,37
2020-11-01,18:30:54,90,65,71,533,1,blanc.txt,54,38
2020-11-01,18:30:55,89,65,71,533,1,blanc.txt,55,39
2020-11-01,18:30:57,94,67,69,533,1,blanc.txt,57,41
2020-11-01,18:30:58,93,65,68,533,1,blanc.txt,58,42
2020-11-01,18:30:59,89,65,73,533,1,blanc.txt,59,43
2020-11-01,18:31:00,90,67,70,533,1,blanc.txt,0,44
2020-11-01,18:31:01,93,66,70,533,1,blanc.txt,1,45
